TIPO_PRODUTO;NOME_PRODUTO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;CLASSE_TERAPEUTICA;CNPJ LABORATORIO;LABORATORIO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO
MEDICAMENTO;carbonato de lítio;GENÉRICO;100431166;ANTIDEPRESSIVOS;61190096000192;EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;CARBONATO DE LÍTIO
MEDICAMENTO;carbonato de lítio;GENÉRICO;102980545;ANTIDEPRESSIVOS;44734671000151;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;CARBONATO DE LÍTIO
MEDICAMENTO;carbonato de lítio;GENÉRICO;109740347;ANTIDEPRESSIVOS;49475833000106;BIOLAB SANUS FARMACÊUTICA LTDA;VÁLIDO;CARBONATO DE LÍTIO
MEDICAMENTO;carisoprodol + diclofenaco sódico + paracetamol + cafeína;GENÉRICO;104400225;RELAXANTES MUSCULARES;33173097000274;CELLERA FARMACÊUTICA S.A.;VÁLIDO;CAFEÍNA +  CARISOPRODOL +  DICLOFENACO DE SÓDIO +  PARACETAMOL
MEDICAMENTO;carmustina;GENÉRICO;151430061;NITROSUREIAS ALQUILANTES;03978166000175;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;VÁLIDO;CARMUSTINA
MEDICAMENTO;carvedilol;GENÉRICO;105830841;ANTI-HIPERTENSIVOS;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CARVEDILOL
MEDICAMENTO;carvedilol;GENÉRICO;126750242;ANTI-HIPERTENSIVOS;72593791000111;NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CARVEDILOL
MEDICAMENTO;carvedilol;GENÉRICO;167730479;ANTI-HIPERTENSIVOS;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CARVEDILOL
MEDICAMENTO;carvedilol;GENÉRICO;156510068;ANTI-HIPERTENSIVOS;05254971000181;ZYDUS NIKKHO FARMACÊUTICA LTDA;VÁLIDO;CARVEDILOL
MEDICAMENTO;carvedilol;GENÉRICO;143810250;ANTI-HIPERTENSIVOS;02814497000107;CIMED INDUSTRIA S.A;VÁLIDO;CARVEDILOL
MEDICAMENTO;carvedilol;GENÉRICO;125680315;ANTI-HIPERTENSIVOS;73856593000166;PRATI DONADUZZI & CIA LTDA;VÁLIDO;CARVEDILOL
MEDICAMENTO;carvedilol;GENÉRICO;109740324;ANTI-HIPERTENSIVOS SIMPLES;49475833000106;BIOLAB SANUS FARMACÊUTICA LTDA;VÁLIDO;CARVEDILOL
MEDICAMENTO;cefaclor;GENÉRICO;105830504;CEFALOSPORINAS;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CEFACLOR
MEDICAMENTO;cefaclor;GENÉRICO;105830894;CEFALOSPORINAS;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CEFACLOR
MEDICAMENTO;cefaclor;GENÉRICO;167730546;CEFALOSPORINAS;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CEFACLOR
MEDICAMENTO;cefaclor;GENÉRICO;102351312;CEFALOSPORINAS;57507378000365;EMS S/A;VÁLIDO;CEFACLOR
MEDICAMENTO;cefadroxila;GENÉRICO;103700537;CEFALOSPORINAS;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CEFADROXILA
MEDICAMENTO;cefalexina;GENÉRICO;151670020;CEFALOSPORINAS;04301884000175;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;VÁLIDO;CEFALEXINA
MEDICAMENTO;cefalexina;GENÉRICO;143810113;CEFALOSPORINAS;02814497000107;CIMED INDUSTRIA S.A;VÁLIDO;CEFALEXINA MONOIDRATADA
MEDICAMENTO;cefalexina;GENÉRICO;104971354;CEFALOSPORINAS;60665981000118;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;VÁLIDO;CEFALEXINA MONOIDRATADA
MEDICAMENTO;cefalexina;GENÉRICO;104971355;CEFALOSPORINAS;60665981000118;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;VÁLIDO;CEFALEXINA MONOIDRATADA
MEDICAMENTO;cefalexina;GENÉRICO;155840056;CEFALOSPORINAS;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;CEFALEXINA
MEDICAMENTO;cefalexina;GENÉRICO;155840294;ANTIBIOTICOS SISTEMICOS SIMPLES;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;CEFALEXINA MONOIDRATADA
MEDICAMENTO;cefalexina;GENÉRICO;141070091;CEFALOSPORINAS;02501297000102;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;VÁLIDO;CEFALEXINA
MEDICAMENTO;cefalexina;GENÉRICO;126750233;CEFALOSPORINAS;72593791000111;NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CEFALEXINA MONOIDRATADA
MEDICAMENTO;cefalexina;GENÉRICO;167730467;CEFALOSPORINAS;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CEFALEXINA MONOIDRATADA
MEDICAMENTO;cefalexina;GENÉRICO;155620052;ANTIBIOTICOS SISTEMICOS SIMPLES;05439635000103;ANTIBIÓTICOS DO BRASIL LTDA;VÁLIDO;CEFALEXINA MONOIDRATADA
MEDICAMENTO;cefalexina monoidratada;GENÉRICO;118190192;CEFALOSPORINAS;92265552000140;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;VÁLIDO;CEFALEXINA
MEDICAMENTO;cefalotina sódica;GENÉRICO;103700298;CEFALOSPORINAS;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CEFALOTINA SÓDICA TAMPONADA
MEDICAMENTO;cefalotina sódica;GENÉRICO;155620056;ANTIBIOTICOS SISTEMICOS SIMPLES;05439635000103;ANTIBIÓTICOS DO BRASIL LTDA;VÁLIDO;CEFALOTINA SODICA
MEDICAMENTO;cefazolina sódica;GENÉRICO;172230005;CEFALOSPORINAS;16590191000129;BLAU FARMACEUTICA GOIAS LTDA.;VÁLIDO;CEFAZOLINA SÓDICA
MEDICAMENTO;cefazolina sódica;GENÉRICO;100630247;CEFALOSPORINAS;33258401000103;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CEFAZOLINA SÓDICA
MEDICAMENTO;cefazolina sódica;GENÉRICO;155620055;ANTIBIOTICOS SISTEMICOS SIMPLES;05439635000103;ANTIBIÓTICOS DO BRASIL LTDA;VÁLIDO;CEFAZOLINA SÓDICA
MEDICAMENTO;cefoxitina sódica;GENÉRICO;100410203;CEFALOSPORINAS;49324221000104;FRESENIUS KABI BRASIL LTDA;VÁLIDO;CEFOXITINA SÓDICA
MEDICAMENTO;ceftriaxona dissódica;GENÉRICO;103700712;CEFALOSPORINAS;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CEFTRIAXONA +  CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA
MEDICAMENTO;ceftriaxona dissódica hemieptaidratada;GENÉRICO;100430706;CEFALOSPORINAS;61190096000192;EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA
MEDICAMENTO;ceftriaxona dissódica hemieptaidratada;GENÉRICO;100430710;CEFALOSPORINAS;61190096000192;EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA
MEDICAMENTO;ceftriaxona dissódica hemieptaidratada;GENÉRICO;155620054;CEFALOSPORINAS;05439635000103;ANTIBIÓTICOS DO BRASIL LTDA;VÁLIDO;CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA
MEDICAMENTO;ceftriaxona dissódica hemieptaidratada;GENÉRICO;116370174;CEFALOSPORINAS;58430828000160;BLAU FARMACÊUTICA S.A.;VÁLIDO;CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA +  CLORIDRATO DE LIDOCAÍNA MONOIDRATADA 
MEDICAMENTO;ceftriaxona sódica;GENÉRICO;155840619;CEFALOSPORINAS;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;CEFTRIAXONA SÓDICA
MEDICAMENTO;cefuroxima sódica;GENÉRICO;100630236;ANTIBIOTICOS SISTEMICOS SIMPLES;33258401000103;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CEFUROXIMA SÓDICA
MEDICAMENTO;celecoxibe;GENÉRICO;100431220;ANTINFLAMATORIOS;61190096000192;EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;CELECOXIBE
MEDICAMENTO;celecoxibe;GENÉRICO;105730606;ANTINFLAMATORIOS;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;CELECOXIBE
MEDICAMENTO;celecoxibe;GENÉRICO;156510078;ANTINFLAMATORIOS;05254971000181;ZYDUS NIKKHO FARMACÊUTICA LTDA;VÁLIDO;CELECOXIBE
MEDICAMENTO;celecoxibe;GENÉRICO;123520260;ANTINFLAMATORIOS;73663650000190;RANBAXY FARMACÊUTICA LTDA;VÁLIDO;CELECOXIBE
MEDICAMENTO;celecoxibe;GENÉRICO;155840580;ANTINFLAMATORIOS;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;CELECOXIBE
MEDICAMENTO;celecoxibe;GENÉRICO;102351330;ANTINFLAMATORIOS;57507378000365;EMS S/A;VÁLIDO;CELECOXIBE
MEDICAMENTO;celecoxibe;GENÉRICO;126750381;ANTINFLAMATORIOS;72593791000111;NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CELECOXIBE
MEDICAMENTO;celecoxibe;GENÉRICO;105830977;ANTINFLAMATORIOS;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CELECOXIBE
MEDICAMENTO;celecoxibe;GENÉRICO;155840588;ANTINFLAMATORIOS;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;CELECOXIBE
MEDICAMENTO;celecoxibe;GENÉRICO;105350221;ANTINFLAMATORIOS;17115437000173;LABORATÓRIO GLOBO SA;VÁLIDO;CELECOXIBE
MEDICAMENTO;cetoconazol;GENÉRICO;125680123;ANTIMICOTICO;73856593000166;PRATI DONADUZZI & CIA LTDA;VÁLIDO;CETOCONAZOL
MEDICAMENTO;cetoconazol;GENÉRICO;125680192;ANTIMICOTICO;73856593000166;PRATI DONADUZZI & CIA LTDA;VÁLIDO;CETOCONAZOL
MEDICAMENTO;cetoconazol;GENÉRICO;141070064;ANTIMICOTICO;02501297000102;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;VÁLIDO;CETOCONAZOL
MEDICAMENTO;cetoconazol;GENÉRICO;105350182;ANTIMICOTICO;17115437000173;LABORATÓRIO GLOBO SA;VÁLIDO;CETOCONAZOL
MEDICAMENTO;cetoconazol;GENÉRICO;154230254;ANTIMICOTICOS SISTEMICOS;03485572000104;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;CETOCONAZOL
MEDICAMENTO;cetoconazol;GENÉRICO;104810129;ANTIMICOTICO;48113906000149;1FARMA INDUSTRIA FARMACEUTICA LTDA;VÁLIDO;CETOCONAZOL
MEDICAMENTO;cetoconazol;GENÉRICO;103700715;ANTIMICOTICO;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CETOCONAZOL
MEDICAMENTO;cetoconazol;GENÉRICO;105350216;ANTIMICOTICO;17115437000173;LABORATÓRIO GLOBO SA;VÁLIDO;CETOCONAZOL
MEDICAMENTO;cetoconazol;GENÉRICO;103920200;ANTIMICOTICO;30222814000131;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;VÁLIDO;CETOCONAZOL
MEDICAMENTO;cetoconazol + betametasona + sulfato de neomicina;GENÉRICO;141070634;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;02501297000102;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;VÁLIDO;BETAMETASONA +  CETOCONAZOL +  SULFATO DE NEOMICINA
MEDICAMENTO;cetoconazol + dipropionato de betametasona;GENÉRICO;167730365;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA
MEDICAMENTO;cetoconazol + dipropionato de betametasona;GENÉRICO;154230263;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;03485572000104;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA
MEDICAMENTO;cetoconazol + dipropionato de betametasona + sulfato de neomicina;GENÉRICO;104400207;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;33173097000274;CELLERA FARMACÊUTICA S.A.;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
MEDICAMENTO;cetoconazol + dipropionato de betametasona + sulfato de neomicina;SIMILAR;102351273;ANTIMICOTICOS PARA USO TOPICO;57507378000365;EMS S/A;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
MEDICAMENTO;cetoconazol + dipropionato de betametasona + sulfato de neomicina;GENÉRICO;105730683;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
MEDICAMENTO;cetoconazol + dipropionato de betametasona + sulfato de neomicina;GENÉRICO;126750358;ANTIMICOTICOS PARA USO TOPICO;72593791000111;NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
MEDICAMENTO;cetoconazol+ dipropionato de betametasona;GENÉRICO;103700497;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA
MEDICAMENTO;cetoconazol+dipropionato de betametasona;GENÉRICO;105350168;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;17115437000173;LABORATÓRIO GLOBO SA;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA
MEDICAMENTO;cetoconazol+dipropionato de betametasona+sulfato de neomicina;GENÉRICO;104810116;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;48113906000149;1FARMA INDUSTRIA FARMACEUTICA LTDA;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
MEDICAMENTO;cetoconazol+dipropionato de betametasona+sulfato de neomicina;GENÉRICO;143810245;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;02814497000107;CIMED INDUSTRIA S.A;VÁLIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
MEDICAMENTO;cetoprofeno;GENÉRICO;103700555;ANTINFLAMATORIOS ANTIREUMATICOS;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CETOPROFENO
MEDICAMENTO;cetoprofeno;GENÉRICO;100431214;ANTINFLAMATORIOS ANTIREUMATICOS;61190096000192;EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;CETOPROFENO
MEDICAMENTO;cetoprofeno;GENÉRICO;102351254;ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS;57507378000365;EMS S/A;VÁLIDO;CETOPROFENO
MEDICAMENTO;cetoprofeno;GENÉRICO;105830925;ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CETOPROFENO
MEDICAMENTO;cetoprofeno;GENÉRICO;126750316;ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS;72593791000111;NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CETOPROFENO
MEDICAMENTO;cetoprofeno;GENÉRICO;167730582;ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CETOPROFENO
MEDICAMENTO;cetoprofeno;GENÉRICO;183260452;ANTINFLAMATORIOS ANTIREUMATICOS;10588595001092;SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CETOPROFENO
MEDICAMENTO;cetoprofeno;GENÉRICO;104971462;ANTINFLAMATORIOS ANTIREUMATICOS + CETOPROFENO;60665981000118;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;VÁLIDO;CETOPROFENO
MEDICAMENTO;cetorolaco de trometamol;GENÉRICO;155840091;ANTINFLAMATORIOS;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;TROMETAMOL CETOROLACO 
MEDICAMENTO;ciclopirox olamina;GENÉRICO;103700748;ANTIMICOTICOS PARA USO TOPICO;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CICLOPIROX OLAMINA
MEDICAMENTO;ciclosporina;GENÉRICO;100470640;AGENTE IMUNOSUPRESSOR + IMUNOSUPRESSOR;61286647000116;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CICLOSPORINA
MEDICAMENTO;cilostazol;GENÉRICO;102351263;ANTITROMBOTICO;57507378000365;EMS S/A;VÁLIDO;CILOSTAZOL
MEDICAMENTO;cilostazol;GENÉRICO;105730553;ANTITROMBOTICO;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;CILOSTAZOL
MEDICAMENTO;cilostazol;GENÉRICO;105831008;ANTITROMBOTICO;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CILOSTAZOL
MEDICAMENTO;cilostazol;GENÉRICO;167730066;ANTITROMBOTICO;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CILOSTAZOL
MEDICAMENTO;cimetidina;GENÉRICO;103700285;ANTIULCEROSOS;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CIMETIDINA
MEDICAMENTO;ciprofibrato;GENÉRICO;155840195;ANTILIPEMICOS;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;CIPROFIBRATO
MEDICAMENTO;ciprofibrato;GENÉRICO;100890391;ANTILIPEMICOS;33069212000184;MERCK S/A;VÁLIDO;CIPROFIBRATO
MEDICAMENTO;ciprofibrato;GENÉRICO;103920180;ANTILIPEMICOS;30222814000131;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;VÁLIDO;CIPROFIBRATO
MEDICAMENTO;ciprofibrato;GENÉRICO;100431221;ANTILIPEMICOS;61190096000192;EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;CIPROFIBRATO
MEDICAMENTO;ciprofibrato;GENÉRICO;109740257;ANTILIPEMICOS;49475833000106;BIOLAB SANUS FARMACÊUTICA LTDA;VÁLIDO;CIPROFIBRATO
MEDICAMENTO;ciprofibrato;GENÉRICO;143810233;ANTILIPEMICOS;02814497000107;CIMED INDUSTRIA S.A;VÁLIDO;CIPROFIBRATO
MEDICAMENTO;ciprofibrato;GENÉRICO;183260422;ANTILIPEMICOS;10588595001092;SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CIPROFIBRATO
MEDICAMENTO;ciprofibrato;GENÉRICO;105350225;ANTILIPEMICOS;17115437000173;LABORATÓRIO GLOBO SA;VÁLIDO;CIPROFIBRATO
MEDICAMENTO;ciprofloxacino;GENÉRICO;100410153;ANTIBIOTICOS SISTEMICOS SIMPLES;49324221000104;FRESENIUS KABI BRASIL LTDA;VÁLIDO;CIPROFLOXACINO
MEDICAMENTO;ciprofloxacino;GENÉRICO;103110155;ANTIBIOTICOS SISTEMICOS SIMPLES;01571702000198;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;VÁLIDO;CIPROFLOXACINO
MEDICAMENTO;ciprofloxacino;GENÉRICO;100431427;ANTIBIOTICOS SISTEMICOS SIMPLES;61190096000192;EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;CIPROFLOXACINO
MEDICAMENTO;citalopram;GENÉRICO;100681143;ANTIDEPRESSIVOS;56994502000130;NOVARTIS BIOCIENCIAS S.A;VÁLIDO;BROMIDRATO DE CITALOPRAM
MEDICAMENTO;citalopram;GENÉRICO;155840593;ANTIDEPRESSIVOS;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;CITALOPRAM
MEDICAMENTO;citrato de fentanila;GENÉRICO;113430151;ANALGESICOS NARCOTICOS;19570720000110;HIPOLABOR FARMACEUTICA LTDA;VÁLIDO;CITRATO DE FENTANILA
MEDICAMENTO;citrato de fentanila;GENÉRICO;103700588;ANALGESICOS NARCOTICOS;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CITRATO DE FENTANILA
MEDICAMENTO;citrato de fentanila;GENÉRICO;100410166;ANALGESICOS NARCOTICOS;49324221000104;FRESENIUS KABI BRASIL LTDA;VÁLIDO;CITRATO DE FENTANILA
MEDICAMENTO;citrato de sildenafila;GENÉRICO;102351117;VASODILATADORES;57507378000365;EMS S/A;VÁLIDO;CITRATO DE SILDENAFILA
MEDICAMENTO;citrato de sildenafila;GENÉRICO;105830791;VASODILATADORES;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CITRATO DE SILDENAFILA
MEDICAMENTO;citrato de sildenafila;GENÉRICO;126250101;VASODILATADORES;00394502007157;LABORATÓRIO FARMACÊUTICO DA MARINHA;VÁLIDO;CITRATO DE SILDENAFILA
MEDICAMENTO;citrato de sildenafila;GENÉRICO;167730424;VASODILATADORES;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CITRATO DE SILDENAFILA
MEDICAMENTO;citrato de sildenafila;GENÉRICO;126750198;VASODILATADORES;72593791000111;NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CITRATO DE SILDENAFILA
MEDICAMENTO;citrato de sildenafila;GENÉRICO;105830819;VASODILATADORES;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CITRATO DE SILDENAFILA
MEDICAMENTO;citrato de sildenafila;GENÉRICO;167730451;VASODILATADORES;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CITRATO DE SILDENAFILA
MEDICAMENTO;citrato de sildenafila;GENÉRICO;126250102;VASODILATADORES;00394502007157;LABORATÓRIO FARMACÊUTICO DA MARINHA;VÁLIDO;CITRATO DE SILDENAFILA
MEDICAMENTO;citrato de sildenafila;GENÉRICO;135690694;VASODILATADORES;00923140000131;EMS SIGMA PHARMA LTDA;VÁLIDO;CITRATO DE SILDENAFILA
MEDICAMENTO;citrato de sildenafila;GENÉRICO;143810213;VASODILATADORES;02814497000107;CIMED INDUSTRIA S.A;VÁLIDO;CITRATO DE SILDENAFILA
MEDICAMENTO;citrato de sildenafila;GENÉRICO;156510071;VASODILATADORES;05254971000181;ZYDUS NIKKHO FARMACÊUTICA LTDA;VÁLIDO;CITRATO DE SILDENAFILA
MEDICAMENTO;citrato de sildenafila;GENÉRICO;151670053;VASODILATADORES;04301884000175;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;VÁLIDO;CITRATO DE SILDENAFILA
MEDICAMENTO;citrato de tamoxifeno;GENÉRICO;116370130;ANTINEOPLASICO;58430828000160;BLAU FARMACÊUTICA S.A.;VÁLIDO;CITRATO DE TAMOXIFENO
MEDICAMENTO;citrato de tamoxifeno;GENÉRICO;126750304;ANTINEOPLASICO;72593791000111;NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CITRATO DE TAMOXIFENO
MEDICAMENTO;citrato de tamoxifeno;GENÉRICO;105830927;ANTINEOPLASICO;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CITRATO DE TAMOXIFENO
MEDICAMENTO;citrato de tamoxifeno;GENÉRICO;167730587;ANTINEOPLASICO;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CITRATO DE TAMOXIFENO
MEDICAMENTO;citrato de tamoxifeno;GENÉRICO;112330052;ANTINEOPLASICO;00394429009914;LABORATORIO QUIMICO FARMACEUTICO DA AERONAUTICA;VÁLIDO;CITRATO DE TAMOXIFENO
MEDICAMENTO;claquinona;SIMILAR;105830634;DESMELANIZANTES;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;HIDROQUINONA
MEDICAMENTO;claritromicina;GENÉRICO;155620025;MACROLIDEOS;05439635000103;ANTIBIÓTICOS DO BRASIL LTDA;VÁLIDO;CLARITROMICINA
MEDICAMENTO;claritromicina;GENÉRICO;105530382;MACROLIDEOS;56998701000116;ABBOTT LABORATÓRIOS DO BRASIL LTDA;VÁLIDO;CLARITROMICINA
MEDICAMENTO;claritromicina;GENÉRICO;105830943;ANTIBIOTICOS SISTEMICOS SIMPLES;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CLARITROMICINA
MEDICAMENTO;claritromicina;GENÉRICO;141070628;MACROLÍDEOS;02501297000102;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;VÁLIDO;CLARITROMICINA
MEDICAMENTO;claritromicina;GENÉRICO;109650004;MACROLÍDEOS;09117476000181;MANDALA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE PRODUTO MÉDICO HOSP;VÁLIDO;CLARITROMICINA
MEDICAMENTO;clonazepam;GENÉRICO;102350752;ANTICONVULSIVANTES;57507378000365;EMS S/A;VÁLIDO;CLONAZEPAM
MEDICAMENTO;clonazepam;GENÉRICO;105830429;ANTICONVULSIVANTES;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CLONAZEPAM
MEDICAMENTO;clonazepam;GENÉRICO;113430166;ANTICONVULSIVANTES;19570720000110;HIPOLABOR FARMACEUTICA LTDA;VÁLIDO;CLONAZEPAM
MEDICAMENTO;clonazepam;GENÉRICO;103700553;ANTICONVULSIVANTES;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CLONAZEPAM
MEDICAMENTO;clonazepam;GENÉRICO;167730324;ANTICONVULSIVANTES;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CLONAZEPAM
MEDICAMENTO;clonazepam;GENÉRICO;110390180;ANTICONVULSIVANTES;43640754000119;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;VÁLIDO;CLONAZEPAM
MEDICAMENTO;clonazepam;GENÉRICO;105830836;ANTICONVULSIVANTES;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;CLONAZEPAM
